rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
561	520	9	2400	578	1822	299	901	279	921	41.9	5.201	8.352	26878	40	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=28)@1
562	520	11	1736	383	1353	184	684	199	669	45.6	17.521	16.872	56487	37	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
563	519	16	524	223	301	97	165	126	136	54.3	0.320	0.284	963	64	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=28,6c8ae585,teacher_games(deep=6),lin,shape=129-1)@1
564	518	16	524	222	302	92	170	130	132	54.6	0.359	0.319	1097	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=31,8fd20ff6,teacher_games(deep=6),lin,shape=129-1)@1
565	518	16	524	222	302	109	153	113	149	55.0	0.329	0.319	1084	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=69,0f527c41,teacher_games(deep=4),lin,shape=129-1)@1
566	518	16	524	222	302	96	166	126	136	56.0	0.329	0.292	1196	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=75,8cb3c846,teacher_games(deep=6),lin,shape=129-1)@1
567	517	9	2336	567	1769	287	881	280	888	42.3	4.084	6.414	100109	41	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@2.dil(prob=25)@1
568	516	16	524	221	303	91	171	130	132	65.1	0.405	0.352	1261	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=11,4fb7f74b,teacher_games(deep=2),lin,shape=129-1)@1
569	516	16	524	221	303	101	161	120	142	51.5	0.281	0.235	804	65	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=59,57cf2958,pool_games,lin,shape=129-1)@1
570	515	16	524	220	304	105	157	115	147	54.3	0.300	0.282	1051	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=74,151941d5,teacher_games(deep=4),lin,shape=129-1)@1
571	512	16	524	218	306	108	154	110	152	56.1	0.344	0.320	1191	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=71,3f0a5881,teacher_games(deep=4),lin,shape=129-1)@1
572	512	11	1736	371	1365	173	695	198	670	46.3	17.612	16.907	56025	36	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
573	511	16	524	217	307	109	153	108	154	64.9	0.337	0.289	1102	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=14,3d28f8f6,teacher_games(deep=2),lin,shape=129-1)@1
574	511	16	524	217	307	107	155	110	152	61.4	0.349	0.338	1092	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=32,870e9f28,teacher_games(deep=6),lin,shape=129-1)@1
575	511	10	1820	566	1254	321	589	245	665	54.4	0.493	0.479	210	57	on	ab(deep=2)@2.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
576	509	16	524	216	308	106	156	110	152	54.8	0.340	0.279	1027	63	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=53,8e142fea,model_games(gen=?,deep=4),lin,shape=129-1)@1
577	508	16	524	215	309	107	155	108	154	63.8	0.334	0.284	1035	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=23,eb109fd1,teacher_games(deep=4),lin,shape=129-1)@1
578	508	16	524	215	309	99	163	116	146	60.1	0.332	0.306	1034	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=41,969172a5,teacher_games(deep=4),lin,shape=129-1)@1
579	507	8	3472	799	2673	417	1319	382	1354	41.6	6.334	6.257	103399	40	on	ab(deep=6,nodes=200k)@2.classic(chip=100)@2.dil(prob=25)@1
580	506	8	3472	798	2674	412	1324	386	1350	49.0	370.759	365.997	88380	27	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
581	506	9	2352	545	1807	275	909	270	898	43.2	0.133	0.199	3221	66	gone	ab(deep=4)@1.classic(chip=100)@2.dil(prob=25)@1
582	505	16	524	213	311	127	135	86	176	59.1	0.349	0.299	1066	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=18,f6f8e14e,teacher_games(deep=4),lin,shape=129-1)@1
583	505	16	524	213	311	121	141	92	170	56.3	0.393	0.354	1217	60	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=25,2417d2ef,teacher_games(deep=4),lin,shape=129-1)@1
584	504	16	524	212	312	134	128	78	184	59.4	0.326	0.247	1979	63	gone	ab(d4,tt,ord,nb200k)@1.learned(s3,9c12fe2e)@1
585	504	16	524	212	312	106	156	106	156	57.1	0.287	0.240	1109	64	gone	ab(d4,tt,ord,nb200k)@1.learned(s79,b2b57c78)@1
586	504	16	524	212	312	101	161	111	151	54.5	0.260	0.221	986	65	gone	ab(d4,tt,ord,nb200k)@1.learned(s8,126d9fb2)@1
587	504	16	524	212	312	87	175	125	137	59.1	0.360	0.292	1127	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=43,3c894531,teacher_games(deep=4),lin,shape=129-1)@1
588	502	16	524	211	313	135	127	76	186	59.0	0.339	0.281	1035	62	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=24,fe676e2e,teacher_games(deep=4),lin,shape=129-1)@1
589	501	11	1840	369	1471	216	704	153	767	53.4	10.582	10.367	37880	38	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
590	500	16	524	209	315	97	165	112	150	55.8	0.321	0.282	996	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=50,7279a22a,teacher_games(deep=4),lin,shape=129-1)@1
591	499	8	3472	776	2696	395	1341	381	1355	41.6	0.199	0.193	3107	66	on	ab(deep=4)@2.classic(chip=100)@2.dil(prob=25)@1
592	497	6	6216	1362	4854	679	2429	683	2425	49.8	0.001	0.001	0	459	on	smart(pieces=2)@1
593	497	16	524	207	317	93	169	114	148	58.4	0.331	0.293	1037	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=46,e59671ae,teacher_games(deep=4),lin,shape=129-1)@1
594	493	8	3472	760	2712	398	1338	362	1374	49.0	381.850	376.985	93549	27	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
595	492	11	1736	343	1393	192	676	151	717	53.2	10.936	10.487	37514	37	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
596	491	11	1772	343	1429	180	714	163	715	54.1	1.599	1.485	208	47	gone	ab(deep=2)@1.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
597	490	8	3472	752	2720	360	1376	392	1344	46.3	15.366	15.132	55958	35	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
598	490	16	524	202	322	87	175	115	147	57.7	0.321	0.270	995	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=17,8a6b139b,teacher_games(deep=4),lin,shape=129-1)@1
599	488	16	524	201	323	107	155	94	168	55.3	0.306	0.269	972	60	gone	ab(d4,tt,ord,nb200k)@1.learned(s6,6078c2b8)@1
600	488	16	524	201	323	111	151	90	172	59.6	0.357	0.305	1116	59	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=37,c07509c1,teacher_games(deep=6),lin,shape=129-1)@1
601	484	16	524	198	326	109	153	89	173	59.1	0.329	0.254	979	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=27,ee3dc4e8,teacher_games(deep=6),lin,shape=129-1)@1
602	483	8	3472	730	2742	337	1399	393	1343	45.9	15.033	14.851	56151	35	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=94,784bb5fe,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
603	481	8	3472	725	2747	346	1390	379	1357	46.1	14.097	13.927	52331	35	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
604	480	8	3472	723	2749	364	1372	359	1377	42.6	9.083	8.948	33059	37	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=28)@1
605	480	16	524	195	329	87	175	108	154	61.5	0.281	0.233	873	61	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=15,4b6e327b,teacher_games(deep=4),lin,shape=129-1)@1
606	477	16	524	193	331	98	164	95	167	52.4	0.357	0.316	1110	57	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=56,000e690f,model_games(gen=?,deep=4),lin,shape=129-1)@1
607	472	11	1736	315	1421	149	719	166	702	46.6	454.625	437.946	97758	25	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=113,e3cc8b4e,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
608	470	11	1736	312	1424	163	705	149	719	46.6	429.244	413.264	91028	25	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.dil(prob=20)@1
609	470	8	3472	695	2777	350	1386	345	1391	46.0	14.376	14.202	51782	34	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=95,07792e69,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
610	467	16	524	186	338	93	169	93	169	60.7	0.343	0.290	1041	57	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=21,bc235a23,teacher_games(deep=4),lin,shape=129-1)@1
611	466	16	524	185	339	97	165	88	174	55.7	0.366	0.304	1140	56	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=54,703d77f7,teacher_games(deep=2),lin,shape=129-1)@1
612	464	9	2268	448	1820	201	941	247	879	35.0	0.001	0.003	24	225	gone	ab(deep=1)@1.classic(chip=100)@2
613	458	22	504	119	385	53	199	66	186	33.3	0.001	0.002	24	301	gone	ab(deep=1)@1.classic(chip=100)@1
614	451	16	524	175	349	107	155	68	194	61.4	0.417	0.366	1299	53	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=12,e146a4fd,teacher_games(deep=2),lin,shape=129-1)@1
615	451	16	524	175	349	84	178	91	171	57.1	0.385	0.335	1227	54	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=29,42a2fbaa,teacher_games(deep=6),lin,shape=129-1)@1
616	448	22	504	115	389	55	197	60	192	33.6	0.001	0.000	0	-	gone	greedy@1.classic(chip=100)@1
617	445	12	1772	281	1491	145	749	136	742	50.9	4.372	4.115	216	37	gone	ab(deep=2)@1.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
618	445	16	524	171	353	63	199	108	154	53.4	0.322	0.275	982	55	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=19,b002ba49,teacher_games(deep=4),lin,shape=129-1)@1
619	444	8	3472	627	2845	338	1398	289	1447	52.3	9.477	9.354	37582	34	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
620	441	10	1820	442	1378	224	686	218	692	53.3	1.264	1.241	214	43	on	ab(deep=2)@2.learned(model=79,18f19059,position_elo,mlp,mu_shape=129-256-128-1,sigma_shape=129-64-1)@1
621	439	16	524	167	357	76	186	91	171	56.1	0.290	0.240	1769	55	gone	ab(d4,tt,ord,nb200k)@1.learned(s5,02a0e14f)@1
622	437	28	318	66	252	36	123	30	129	37.7	5.622	6.720	31845	34	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=35)@1
623	433	10	2336	394	1942	200	968	194	974	40.8	4.727	7.916	24596	33	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=35)@1
624	429	8	3472	592	2880	319	1417	273	1463	51.3	9.679	9.557	37400	32	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.opener(rand,moves=8)@1
625	428	16	524	160	364	66	196	94	168	53.9	0.309	0.252	961	54	gone	ab(d4,tt,ord,nb200k)@1.learned(s20,2fd22539)@1
626	427	12	1736	257	1479	145	723	112	756	46.0	15.595	15.042	53517	31	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
627	425	16	524	158	366	84	178	74	188	60.2	0.375	0.325	1220	51	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=51,58f9dd8c,teacher_games(deep=2),lin,shape=129-1)@1
628	425	16	524	158	366	76	186	82	180	52.8	0.346	0.280	1064	52	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=55,a8f871c9,model_games(gen=?,deep=4),lin,shape=129-1)@1
629	421	9	3472	572	2900	278	1458	294	1442	41.5	8.230	8.101	30106	32	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=35)@1
630	414	12	1736	241	1495	135	733	106	762	46.4	15.923	15.389	53711	30	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
631	413	17	524	150	374	77	185	73	189	56.8	0.257	0.195	760	54	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=40,71aad91c,teacher_games(deep=4),lin,shape=129-1)@1
632	402	6	6216	912	5304	468	2640	444	2664	50.6	0.001	0.001	0	373	on	smart(pieces=4)@1
633	402	17	524	143	381	79	183	64	198	56.9	0.276	0.224	1620	51	gone	ab(d4,tt,ord,nb200k)@1.learned(s4,c324e8a7)@1
634	397	29	318	57	261	33	126	24	135	36.7	5.165	5.991	29635	32	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=43)@1
635	391	17	524	136	388	56	206	80	182	56.8	0.380	0.292	1208	48	gone	ab(deep=4,tt,ord,nodes=200k)@1.learned(model=35,adc3f876,teacher_games(deep=6),lin,shape=129-1)@1
636	381	9	3472	481	2991	257	1479	224	1512	46.0	13.047	12.865	52046	28	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
637	379	7	6216	817	5399	400	2708	417	2691	48.6	0.001	0.002	0	248	on	smart(pieces=6)@1
638	375	9	3472	470	3002	262	1474	208	1528	46.0	13.378	13.174	51859	27	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=97,87a5093d,pool_games,lin,shape=129-1)@1.dil(prob=20)@1
639	370	7	6216	784	5432	394	2714	390	2718	46.7	0.001	0.001	0	325	on	tiered@1
640	366	11	2400	279	2121	145	1055	134	1066	39.4	4.293	6.963	22343	29	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=43)@1
641	329	10	3472	379	3093	208	1528	171	1565	39.9	7.378	7.261	27041	26	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=43)@1
642	325	25	504	73	431	35	217	38	214	35.4	3.089	4.231	70009	27	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@1.dil(prob=50)@1
643	312	12	2336	200	2136	94	1074	106	1062	38.3	2.817	4.412	69152	26	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@2.dil(prob=50)@1
644	307	32	318	39	279	21	138	18	141	33.7	4.301	5.078	24222	25	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=52)@1
645	302	12	2336	187	2149	99	1069	88	1080	38.3	0.092	0.129	2205	43	gone	ab(deep=4)@1.classic(chip=100)@2.dil(prob=50)@1
646	276	11	3472	291	3181	169	1567	122	1614	38.3	0.137	0.139	2117	39	on	ab(deep=4)@2.classic(chip=100)@2.dil(prob=50)@1
647	276	11	3472	291	3181	150	1586	141	1595	37.6	4.393	4.318	71142	23	on	ab(deep=6,nodes=200k)@2.classic(chip=100)@2.dil(prob=50)@1
648	264	13	2336	142	2194	80	1088	62	1106	36.7	3.888	6.069	20222	21	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=52)@1
649	261	27	504	55	449	31	221	24	228	34.3	0.103	0.130	2209	37	gone	ab(deep=4)@1.classic(chip=100)@1.dil(prob=50)@1
650	237	12	3472	237	3235	120	1616	117	1619	38.0	6.401	6.263	23445	19	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=52)@1
651	204	36	318	22	296	13	146	9	150	31.4	3.071	3.684	17364	17	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=63)@1
652	187	15	2400	69	2331	37	1163	32	1168	33.8	2.900	4.742	15389	15	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=63)@1
653	143	39	318	14	304	8	151	6	153	28.7	2.805	2.590	15640	13	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=75)@1
654	136	16	2336	32	2304	22	1146	10	1158	31.2	2.028	3.335	10889	12	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.dil(prob=75)@1
655	136	14	3472	127	3345	67	1669	60	1676	35.5	5.160	5.029	18766	11	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=63)@1
656	37	18	3472	56	3416	32	1704	24	1712	32.3	3.573	3.469	12923	3	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.dil(prob=75)@1
657	0	14	7624	8	7616	6	3806	2	3810	25.5	0.001	0.002	0	-	anchor	rand@1
