rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
21	1007	8	2596	1894	702	945	353	949	349	56.0	12.580	12.216	41761	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
22	1004	11	1756	1405	351	665	213	740	138	52.1	39.717	38.513	120229	66	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
23	1001	8	2596	1877	719	956	342	921	377	56.2	14.168	13.737	46933	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
24	1000	8	2740	1958	782	1021	349	937	433	57.4	20.613	19.947	69044	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
25	998	10	1966	1515	451	768	210	747	241	53.3	21.253	20.162	65533	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
26	997	25	318	245	73	129	30	116	43	37.2	2.509	4.726	12591	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=30,deep=3)@1
27	997	25	318	245	73	135	24	110	49	37.0	0.143	4.373	545	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=30,deep=4)@1
28	992	8	2636	1882	754	977	341	905	413	55.1	14.485	14.143	49499	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1
29	987	14	1052	893	159	465	61	428	98	53.4	20.202	19.417	63471	69	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
30	984	10	1967	1489	478	769	209	720	269	52.7	21.853	20.715	67868	69	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
31	984	8	2596	1829	767	883	415	946	352	55.3	13.646	13.185	45938	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
32	982	10	1967	1485	482	743	235	742	247	54.7	28.020	24.910	83423	67	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
33	982	8	2596	1823	773	919	379	904	394	55.6	15.263	14.807	50043	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
34	981	8	2596	1820	776	805	493	1015	283	53.2	39.211	37.627	113037	65	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
35	980	25	318	240	78	131	28	109	50	37.3	0.325	3.527	1391	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=45,deep=4)@1
36	978	8	2596	1811	785	844	454	967	331	45.8	7.569	7.168	22248	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=9)@1
37	977	10	1764	1366	398	710	172	656	226	55.0	16.208	15.829	54978	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
38	976	8	2636	1838	798	886	432	952	366	52.3	16.663	16.277	56314	70	gone	ab(deep=6,tt,ord,qs,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
39	974	8	2596	1801	795	846	452	955	343	46.2	8.628	8.183	25817	75	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=4)@1
40	973	27	242	185	57	99	22	86	35	54.0	14.914	14.823	67951	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1.opener(cbook,cbook=5,ply=16)@1
41	972	8	2596	1796	800	822	476	974	324	46.4	9.156	8.749	27272	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=7)@1
42	971	8	2780	1947	833	811	579	1136	254	52.7	39.989	38.012	117698	64	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1
43	970	7	2876	1988	888	1030	408	958	480	55.1	15.519	14.953	51561	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
44	970	14	960	720	240	380	100	340	140	52.9	14.643	14.284	50756	70	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61)@1
45	969	8	2740	1865	875	897	473	968	402	56.3	17.653	17.050	58694	69	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
46	969	15	1028	885	143	462	52	423	91	53.0	27.121	26.892	98746	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
47	968	10	1764	1351	413	644	238	707	175	44.6	9.150	8.804	27374	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=14)@1
48	968	10	1756	1346	410	650	228	696	182	52.1	40.100	38.901	121335	63	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
49	967	7	2876	1978	898	1007	431	971	467	54.8	15.912	15.417	51952	70	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
50	964	10	1904	1430	474	735	217	695	257	57.4	17.927	17.586	59182	68	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
51	963	25	318	235	83	128	31	107	52	38.3	4.276	7.275	22227	75	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=4)@1
52	963	10	1764	1341	423	676	206	665	217	54.5	18.358	18.030	62574	68	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
53	962	8	2596	1765	831	824	474	941	357	46.0	8.272	7.871	24438	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=8)@1
54	959	25	318	234	84	128	31	106	53	36.8	1.587	3.408	7551	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=45,deep=3)@1
55	958	10	1751	1334	417	667	203	667	214	51.6	23.125	21.819	71937	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
56	958	14	1028	876	152	478	36	398	116	54.2	27.900	27.637	101125	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
57	957	14	1028	875	153	457	57	418	96	54.0	19.103	18.861	68978	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
58	957	10	1750	1330	420	656	214	674	206	52.3	21.568	20.486	69758	67	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
59	956	14	1028	874	154	450	64	424	90	42.7	11.382	11.184	40868	71	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=7)@1
60	956	14	1028	874	154	440	74	434	80	42.7	11.033	10.877	39828	71	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=8)@1
61	954	14	1028	873	155	446	68	427	87	43.4	11.086	10.874	38328	71	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=2)@1
62	954	14	1028	873	155	436	78	437	77	42.2	10.617	10.522	38196	71	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=4)@1
63	953	8	2596	1741	855	834	464	907	391	54.9	17.619	17.029	57490	68	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=6)@1
64	951	10	1764	1321	443	638	244	683	199	45.1	10.563	10.138	32481	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=13)@1
65	949	24	318	231	87	124	35	107	52	36.3	0.303	2.652	1329	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=60,deep=4)@1
66	949	9	1904	1401	503	721	231	680	272	58.1	21.239	20.820	70014	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1
67	949	14	1028	868	160	487	27	381	133	53.6	28.560	28.284	103938	64	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
68	947	10	1780	1330	450	707	183	623	267	57.1	402.715	387.839	85663	51	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
69	945	14	1028	865	163	439	75	426	88	43.5	10.849	10.717	39029	71	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=9)@1
70	945	14	1028	865	163	441	73	424	90	52.3	18.312	18.133	66998	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
71	944	14	1052	855	197	429	97	426	100	52.9	24.394	23.488	77153	65	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
72	943	14	1052	854	198	440	86	414	112	42.2	11.788	11.336	36112	70	gone	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2
73	942	14	1028	862	166	414	100	448	66	51.5	38.784	38.514	122784	62	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
74	941	14	1028	861	167	448	66	413	101	43.1	127.552	126.592	475267	55	on	ab(deep=8,tt,ord,nodes=2m)@2.classic(chip=100)@2
75	940	14	1052	851	201	427	99	424	102	52.3	21.519	20.715	68614	66	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
76	939	14	1028	860	168	451	63	409	105	50.2	17.882	17.731	65047	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
77	939	7	3092	2155	937	1084	462	1071	475	43.1	4.321	7.250	21162	73	gone	ab(deep=6,tt,ord,margin=50,nodes=200k)@1.classic(chip=100)@2
78	936	20	504	361	143	182	70	179	73	35.1	1.599	2.017	37827	85	gone	ab(deep=5)@1.classic(chip=100)@1
79	936	14	1028	857	171	457	57	400	114	53.9	18.552	18.420	69410	66	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
80	935	27	196	155	41	78	20	77	21	52.2	33.309	27.926	56029	63	gone	ab(d6,tt,ord,nb200k)@1.learned(s13,068b8a37)@1
81	935	27	196	155	41	80	18	75	23	53.0	29.213	24.882	54028	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,99ac0d85)@1
82	935	14	1028	856	172	411	103	445	69	51.1	39.501	39.102	124246	61	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
83	935	14	1028	856	172	435	79	421	93	51.3	16.737	16.618	61584	67	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
84	935	14	1028	856	172	434	80	422	92	42.9	11.414	11.271	40988	69	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=14)@1
85	934	17	472	305	167	152	84	153	83	62.4	19.717	19.044	65167	66	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1
86	934	11	1392	965	427	499	197	466	230	59.7	17.873	17.518	60268	66	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1.opener(rand,4)@1
87	934	14	1028	855	173	438	76	417	97	52.1	17.807	17.630	65439	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1
88	934	7	3092	2137	955	1078	468	1059	487	43.9	4.967	9.468	25894	71	gone	ab(deep=6,tt,nodes=200k)@1.classic(chip=100)@2
89	933	8	2636	1710	926	853	465	857	461	45.6	10.126	9.883	31306	70	gone	ab(deep=6,tt,ord,qs,nodes=200k)@1.classic(turn=1,chip=4)@2
90	933	24	318	226	92	118	41	108	51	37.0	0.724	2.461	3504	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=60,deep=3)@1
91	933	14	1028	854	174	430	84	424	90	51.9	17.964	17.787	68928	66	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
92	933	7	3196	2176	1020	1098	500	1078	520	43.9	4.036	7.140	20004	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2
93	930	14	1028	852	176	412	102	440	74	51.6	37.958	37.663	120018	61	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
94	929	10	1756	1278	478	622	256	656	222	55.5	17.953	17.596	59539	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
95	928	14	1052	840	212	400	126	440	86	52.0	24.718	23.730	75186	64	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
96	927	14	1028	849	179	415	99	434	80	51.1	40.014	39.350	124924	61	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1
97	927	14	1028	849	179	434	80	415	99	51.9	18.307	18.118	67172	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
98	927	9	1904	1357	547	704	248	653	299	49.7	11.212	10.824	33591	69	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(rand,moves=4)@1
99	926	14	1028	848	180	439	75	409	105	52.4	18.249	18.040	67213	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
100	924	26	242	173	69	90	31	83	38	42.8	6.870	6.898	29267	72	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=3,ply=16)@1
101	923	14	1028	845	183	430	84	415	99	52.5	17.573	17.469	64727	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
102	922	7	3092	2099	993	1047	499	1052	494	43.4	3.964	7.809	19361	71	gone	ab(deep=6,tt,ord,margin=25,nodes=200k)@1.classic(chip=100)@2
103	922	14	1028	844	184	427	87	417	97	52.8	18.582	18.436	68564	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
104	922	14	1028	844	184	435	79	409	105	51.8	17.073	16.922	62921	66	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
105	920	10	1756	1262	494	605	273	657	221	55.8	19.647	19.274	65412	65	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
106	919	17	472	296	176	146	90	150	86	59.4	20.755	20.052	67307	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1
107	919	26	196	151	45	76	22	75	23	51.2	24.693	22.319	50657	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,388ce3fa)@1
108	919	13	1052	831	221	406	120	425	101	52.2	19.705	19.028	64281	65	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
109	918	14	1028	841	187	431	83	410	104	45.6	20.533	20.234	96483	64	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=75,hole=3,race=2,noiseseed=1,racewin=1)@1
110	917	10	1840	1307	533	651	269	656	264	57.7	17.732	17.394	59846	65	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
111	917	14	1028	840	188	440	74	400	114	43.0	11.408	11.209	41096	68	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=13)@1
112	917	10	1726	1237	489	640	218	597	271	50.8	15.784	14.856	47745	66	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
113	916	14	1028	839	189	427	87	412	102	52.6	17.662	17.505	64893	65	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
114	915	7	3092	2076	1016	1018	528	1058	488	43.2	4.069	8.347	19962	70	gone	ab(deep=6,tt,ord,margin=100,nodes=200k)@1.classic(chip=100)@2
115	915	26	196	150	46	79	19	71	27	50.6	26.273	23.408	52244	63	gone	ab(d6,tt,ord,nb200k)@1.learned(s4,95b45b1f)@1
116	915	13	1052	827	225	433	93	394	132	53.7	21.790	20.962	71245	64	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
117	914	8	2636	1652	984	795	523	857	461	45.0	7.975	7.686	24794	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=1)@1
118	913	14	1028	836	192	392	122	444	70	50.8	37.263	37.044	118197	60	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
119	913	9	1840	1298	542	633	287	665	255	56.6	21.196	20.492	66678	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1
120	912	10	1796	1271	525	674	224	597	301	55.8	18.112	17.676	62201	65	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
121	912	14	1028	835	193	432	82	403	111	43.2	12.007	11.969	41514	67	on	ab(deep=6,tt,ord,qs,nodes=200k)@2.classic(turn=1,chip=4)@2
122	912	14	1028	835	193	436	78	399	115	42.6	11.025	10.906	41444	68	on	ab(deep=6,tt,ord,time=150ms)@2.classic(chip=100)@2
123	911	14	1028	834	194	413	101	421	93	50.8	20.606	20.438	73493	64	on	ab(deep=6,tt,ord,qs,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
124	910	7	3092	2057	1035	1082	464	975	571	48.1	7.007	11.030	71315	68	gone	ab(deep=6,ord,nodes=200k)@1.classic(chip=100)@2
125	910	14	1028	833	195	444	70	389	125	42.9	11.174	11.109	43710	68	on	ab(deep=6,tt,nodes=200k)@2.classic(chip=100)@2
126	910	14	1028	833	195	397	117	436	78	52.1	22.960	22.686	79190	63	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
127	909	26	242	169	73	84	37	85	36	43.8	6.796	6.767	29107	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=2,ply=16)@1
128	907	11	1392	923	469	480	216	443	253	57.6	18.778	18.406	62186	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1.opener(rand,4)@1
129	907	24	318	218	100	114	45	104	55	38.5	4.793	7.326	25399	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=7)@1
130	907	11	1264	848	416	422	210	426	206	54.8	17.322	17.080	56654	64	gone	ab(d6,tt,ord,nb200k)@1.learned(s9,e5b3b014,value,lin,129-1,con100)@1.opener(rand,4)@1
131	906	14	1028	830	198	438	76	392	122	43.5	11.000	10.801	39308	68	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=1)@1
132	906	14	1028	830	198	418	96	412	102	54.0	19.434	19.265	73114	64	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
133	905	14	1028	829	199	433	81	396	118	43.6	11.483	11.420	76606	67	on	ab(deep=6,ord,nodes=200k)@2.classic(chip=100)@2
134	905	26	242	168	74	91	30	77	44	43.2	6.984	6.904	29602	71	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=4,ply=16)@1
135	904	14	1028	828	200	401	113	427	87	53.5	19.663	19.487	72247	63	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
136	903	14	1028	827	201	430	84	397	117	42.9	11.009	10.918	41701	67	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2
137	903	10	1736	1276	460	650	218	626	242	57.1	17.718	17.531	63885	64	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
138	903	26	196	147	49	80	18	67	31	51.4	33.843	27.920	55627	61	gone	ab(d6,tt,ord,nb200k)@1.learned(s14,e7a789fe)@1
139	903	10	1736	1275	461	660	208	615	253	47.6	109.262	108.333	405910	54	on	ab(deep=8,tt,ord,nodes=2m)@2.classic(chip=100)@2.dil(prob=15,deep=6)@1
140	902	14	1028	826	202	430	84	396	118	42.9	10.171	10.113	34690	68	on	ab(deep=6,tt,ord,margin=50,nodes=200k)@2.classic(chip=100)@2
141	902	10	1736	1273	463	668	200	605	263	47.1	91.714	90.869	341950	55	on	ab(deep=8,tt,ord,nodes=2m)@2.classic(chip=100)@2.dil(prob=30,deep=6)@1
142	901	10	1796	1250	546	595	303	655	243	55.7	18.244	17.767	62671	64	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=4,eb105733,pool_games,lin,shape=129-1)@1
143	901	10	1756	1222	534	645	233	577	301	59.0	467.633	452.335	83902	48	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=77,ddaa5090,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
144	900	8	2596	1582	1014	656	642	926	372	50.2	38.438	36.530	109647	59	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
145	899	26	196	146	50	76	22	70	28	51.2	33.103	27.650	56540	61	gone	ab(d6,tt,ord,nb200k)@1.learned(s12,fc66af48)@1
146	899	26	196	146	50	76	22	70	28	51.7	29.486	26.213	54063	61	gone	ab(d6,tt,ord,nb200k)@1.learned(s3,8603e15c)@1
147	899	13	1028	823	205	433	81	390	124	43.4	10.832	10.694	40719	67	on	ab(deep=6,tt,ord,margin=100,nodes=200k)@2.classic(chip=100)@2
