rank	elo	pm	games	wins	losses	white_wins	white_losses	black_wins	black_losses	avg_plies	ms_move	cpu_ms_move	nodes_move	eff	active	id
15	1177	10	1975	1599	376	808	174	791	202	54.7	24.104	22.553	74641	81	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1
16	1173	8	2596	1974	622	1001	297	973	325	55.3	13.824	13.389	45647	86	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
17	1167	22	504	410	94	246	6	164	88	37.6	5.282	7.564	124482	91	gone	ab(deep=6,nodes=200k)@1.classic(chip=100)@1
18	1163	9	3404	2996	408	1526	176	1470	232	41.6	10.912	10.702	38894	87	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=2)@1
19	1161	9	3404	2992	412	1523	179	1469	233	40.8	11.380	11.132	41020	86	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=7)@1
20	1159	8	2596	1938	658	1014	284	924	374	55.0	15.371	14.789	50887	84	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
21	1158	9	3404	2985	419	1506	196	1479	223	41.3	10.901	10.676	39271	87	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=9)@1
22	1157	9	3404	2984	420	1501	201	1483	219	41.3	10.686	10.475	38470	87	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=4)@1
23	1155	9	3404	2980	424	1492	210	1488	214	41.2	11.110	10.912	40093	86	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=8)@1
24	1154	9	3404	2977	427	1519	183	1458	244	40.8	11.401	11.204	41080	86	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=14)@1
25	1153	26	318	256	62	138	21	118	41	36.7	1.619	5.896	7690	92	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=15,deep=3)@1
26	1150	9	1800	1255	545	638	262	617	283	56.6	16.051	15.467	54188	83	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99)@1
27	1149	8	2636	1942	694	906	412	1036	282	46.4	7.676	7.291	23402	90	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=2)@1
28	1147	9	3404	2963	441	1578	124	1385	317	52.6	28.324	27.926	101670	78	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
29	1143	9	3404	2955	449	1531	171	1424	278	40.7	11.338	11.140	40990	85	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=13)@1
30	1143	8	2596	1894	702	945	353	949	349	56.0	12.580	12.216	41761	84	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
31	1142	26	318	253	65	139	20	114	45	36.8	0.201	5.997	794	91	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=15,deep=4)@1
32	1140	11	1756	1405	351	665	213	740	138	52.1	39.717	38.513	120229	75	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
33	1137	8	2596	1877	719	956	342	921	377	56.2	14.168	13.737	46933	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
34	1136	8	2740	1958	782	1021	349	937	433	57.4	20.613	19.947	69044	80	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
35	1135	9	3404	2936	468	1525	177	1411	291	48.2	18.220	17.973	65476	80	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
36	1135	9	3404	2936	468	1484	218	1452	250	50.9	18.240	18.006	66666	80	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=10)@1
37	1135	9	3404	2936	468	1526	176	1410	292	41.0	12.209	12.097	41846	84	on	ab(deep=6,tt,ord,qs,nodes=200k)@2.classic(turn=1,chip=4)@2
38	1134	10	1966	1515	451	768	210	747	241	53.3	21.253	20.162	65533	79	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=602,68cbb27d,tdleaf_self,lin,shape=129-1)@1
39	1134	9	3404	2934	470	1414	288	1520	182	50.6	40.337	39.854	125585	74	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
40	1134	9	3404	2934	470	1600	102	1334	368	52.4	28.717	28.416	104251	77	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
41	1132	9	3404	2931	473	1440	262	1491	211	50.7	39.942	39.509	124446	74	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=20)@1
42	1129	9	3404	2924	480	1440	262	1484	218	50.7	38.922	38.483	121447	74	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=3)@1
43	1129	9	3404	2924	480	1529	173	1395	307	41.2	11.808	11.656	77257	84	on	ab(deep=6,ord,nodes=200k)@2.classic(chip=100)@2
44	1129	9	3404	2924	480	1530	172	1394	308	52.4	19.177	18.919	68892	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
45	1127	8	2636	1882	754	977	341	905	413	55.1	14.485	14.143	49499	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1
46	1127	9	3404	2919	485	1429	273	1490	212	50.8	40.589	40.039	126211	74	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1
47	1126	9	3404	2916	488	1520	182	1396	306	41.6	11.018	10.842	40824	84	on	ab(deep=6,tt,ord,margin=100,nodes=200k)@2.classic(chip=100)@2
48	1125	9	3404	2915	489	1476	226	1439	263	50.6	16.983	16.810	62154	80	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=4)@1
49	1125	9	3404	2914	490	1467	235	1447	255	51.0	18.465	18.250	67274	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
50	1124	9	3404	2913	491	1518	184	1395	307	41.1	11.255	11.133	41841	84	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2
51	1124	9	3404	2912	492	1489	213	1423	279	51.0	17.353	17.154	63361	80	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
52	1123	14	1052	893	159	465	61	428	98	53.4	20.202	19.417	63471	79	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
53	1123	9	3404	2909	495	1472	230	1437	265	51.6	18.313	18.106	66720	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
54	1122	9	3404	2908	496	1496	206	1412	290	41.3	10.480	10.374	35124	84	on	ab(deep=6,tt,ord,margin=50,nodes=200k)@2.classic(chip=100)@2
55	1122	9	3404	2908	496	1506	196	1402	300	41.3	10.873	10.664	39118	84	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(book,book=1)@1
56	1122	9	3404	2908	496	1519	183	1389	313	41.1	11.220	11.104	41819	83	on	ab(deep=6,tt,ord,time=150ms)@2.classic(chip=100)@2
57	1121	9	3404	2905	499	1521	181	1384	318	41.1	11.423	11.302	44136	83	on	ab(deep=6,tt,nodes=200k)@2.classic(chip=100)@2
58	1120	10	1967	1489	478	769	209	720	269	52.7	21.853	20.715	67868	78	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=349,5ee50d5c,tdleaf_self,lin,shape=129-1)@1
59	1120	8	2596	1829	767	883	415	946	352	55.3	13.646	13.185	45938	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=12)@1
60	1119	9	3404	2901	503	1467	235	1434	268	51.5	17.822	17.662	65156	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
61	1119	9	3404	2901	503	1440	262	1461	241	50.9	18.007	17.808	68702	79	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
62	1118	10	1967	1485	482	743	235	742	247	54.7	28.020	24.910	83423	77	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=171,10d3530c,tdleaf_self,lin,shape=129-1)@1
63	1118	8	2596	1823	773	919	379	904	394	55.6	15.263	14.807	50043	81	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=2)@1
64	1117	9	3404	2896	508	1542	160	1354	348	52.3	18.642	18.456	69546	79	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
65	1116	8	2596	1820	776	805	493	1015	283	53.2	39.211	37.627	113037	73	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
66	1116	9	3404	2894	510	1463	239	1431	271	51.1	17.871	17.670	65223	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=1)@1
67	1115	9	3404	2891	513	1492	210	1399	303	44.4	20.734	20.507	96908	78	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=75,hole=3,race=2,noiseseed=1,racewin=1)@1
68	1115	9	3404	2891	513	1510	192	1381	321	41.5	10.514	10.413	35247	84	on	ab(deep=6,tt,ord,margin=25,nodes=200k)@2.classic(chip=100)@2
69	1115	9	3404	2891	513	1448	254	1443	259	51.1	18.721	18.544	68536	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
70	1113	8	2596	1811	785	844	454	967	331	45.8	7.569	7.168	22248	87	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=9)@1
71	1113	25	318	245	73	129	30	116	43	37.2	2.509	4.726	12591	91	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=30,deep=3)@1
72	1113	25	318	245	73	135	24	110	49	37.0	0.143	4.373	545	92	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=30,deep=4)@1
73	1113	10	1764	1366	398	710	172	656	226	55.0	16.208	15.829	54978	80	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=16)@1
74	1113	9	3404	2886	518	1467	235	1419	283	50.9	17.808	17.622	65026	79	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=11)@1
75	1112	8	2636	1838	798	886	432	952	366	52.3	16.663	16.277	56314	79	gone	ab(deep=6,tt,ord,qs,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
76	1110	8	2596	1801	795	846	452	955	343	46.2	8.628	8.183	25817	85	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=4)@1
77	1109	27	242	185	57	99	22	86	35	54.0	14.914	14.823	67951	80	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=169,4975683c,tdleaf_self,lin,shape=129-1)@1.opener(cbook,cbook=5,ply=16)@1
78	1108	8	2596	1796	800	822	476	974	324	46.4	9.156	8.749	27272	85	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=7)@1
79	1107	8	2780	1947	833	811	579	1136	254	52.7	39.989	38.012	117698	73	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1
80	1106	7	2876	1988	888	1030	408	958	480	55.1	15.519	14.953	51561	80	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
81	1105	14	960	720	240	380	100	340	140	52.9	14.643	14.284	50756	80	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61)@1
82	1105	8	2740	1865	875	897	473	968	402	56.3	17.653	17.050	58694	79	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
83	1104	10	1764	1351	413	644	238	707	175	44.6	9.150	8.804	27374	84	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=14)@1
84	1104	10	1756	1346	410	650	228	696	182	52.1	40.100	38.901	121335	72	gone	ab(deep=6,ord,nodes=200k)@1.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=19)@1
85	1103	7	2876	1978	898	1007	431	971	467	54.8	15.912	15.417	51952	79	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1
86	1100	10	1904	1430	474	735	217	695	257	57.4	17.927	17.586	59182	78	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
87	1098	10	1764	1341	423	676	206	665	217	54.5	18.358	18.030	62574	78	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(book,book=15)@1
88	1097	8	2596	1765	831	824	474	941	357	46.0	8.272	7.871	24438	85	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=8)@1
89	1096	8	3404	2847	557	1417	285	1430	272	50.0	20.535	20.291	72618	77	on	ab(deep=6,tt,ord,qs,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
90	1096	25	318	240	78	131	28	109	50	37.3	0.325	3.527	1391	93	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=45,deep=4)@1
91	1094	10	1751	1334	417	667	203	667	214	51.6	23.125	21.819	71937	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=351,42d88d8e,tdleaf_self,lin,shape=129-1)@1
92	1093	5	6944	5117	1827	2621	851	2496	976	57.1	17.676	17.455	63545	78	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=96,990e39e7,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
93	1092	10	1750	1330	420	656	214	674	206	52.3	21.568	20.486	69758	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=603,2da121ee,tdleaf_self,lin,shape=129-1)@1
94	1091	8	3404	2835	569	1344	358	1491	211	50.0	38.641	38.262	120544	72	on	ab(deep=6,ord,nodes=200k)@2.adv(chip=77,support=-2,control=1,noiseseed=1,racewin=1)@1.opener(book,book=2)@1
95	1090	8	3404	2832	572	1388	314	1444	258	51.3	22.511	22.291	79835	75	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
96	1090	8	3404	2831	573	1364	338	1467	235	51.7	22.873	22.503	79173	75	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
97	1090	5	6944	5094	1850	2649	823	2445	1027	47.6	110.284	109.065	406653	65	on	ab(deep=8,tt,ord,nodes=2m)@2.classic(chip=100)@2.dil(prob=15,deep=6)@1
98	1089	8	2596	1741	855	834	464	907	391	54.9	17.619	17.029	57490	77	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=6)@1
99	1088	5	6944	5081	1863	2658	814	2423	1049	47.2	92.123	91.103	340496	66	on	ab(deep=8,tt,ord,nodes=2m)@2.classic(chip=100)@2.dil(prob=30,deep=6)@1
100	1087	10	1764	1321	443	638	244	683	199	45.1	10.563	10.138	32481	82	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=13)@1
101	1085	9	1904	1401	503	721	231	680	272	58.1	21.239	20.820	70014	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1
102	1082	10	1780	1330	450	707	183	623	267	57.1	402.715	387.839	85663	58	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1
103	1079	14	1052	855	197	429	97	426	100	52.9	24.394	23.488	77153	74	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1
104	1079	25	318	235	83	128	31	107	52	38.3	4.276	7.275	22227	84	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=4)@1
105	1078	14	1052	854	198	440	86	414	112	42.2	11.788	11.336	36112	80	gone	ab(deep=6,tt,ord,time=150ms)@1.classic(chip=100)@2
106	1076	5	6944	5006	1938	2488	984	2518	954	57.9	20.215	19.961	74059	75	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=76,ef183148,position_elo,lin,mu_shape=129-1,sigma_shape=129-1)@1.opener(rand,moves=4)@1
107	1076	25	318	234	84	128	31	106	53	36.8	1.587	3.408	7551	92	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=45,deep=3)@1
108	1075	14	1052	851	201	427	99	424	102	52.3	21.519	20.715	68614	75	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
109	1075	7	3092	2155	937	1084	462	1071	475	43.1	4.321	7.250	21162	84	gone	ab(deep=6,tt,ord,margin=50,nodes=200k)@1.classic(chip=100)@2
110	1071	8	3404	2784	620	1394	308	1390	312	56.0	176.048	174.206	89750	62	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=78,2fa21eda,position_elo,mlp,mu_shape=129-128-64-1,sigma_shape=129-32-1)@1
111	1071	27	196	155	41	78	20	77	21	52.2	33.309	27.926	56029	72	gone	ab(d6,tt,ord,nb200k)@1.learned(s13,068b8a37)@1
112	1071	27	196	155	41	80	18	75	23	53.0	29.213	24.882	54028	73	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,99ac0d85)@1
113	1070	17	472	305	167	152	84	153	83	62.4	19.717	19.044	65167	75	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1
114	1070	11	1392	965	427	499	197	466	230	59.7	17.873	17.518	60268	76	gone	ab(d6,tt,ord,nb200k)@1.learned(s6,eac8ab99,value,lin,129-1,con100)@1.opener(rand,4)@1
115	1069	7	3092	2137	955	1078	468	1059	487	43.9	4.967	9.468	25894	81	gone	ab(deep=6,tt,nodes=200k)@1.classic(chip=100)@2
116	1069	8	2636	1710	926	853	465	857	461	45.6	10.126	9.883	31306	81	gone	ab(deep=6,tt,ord,qs,nodes=200k)@1.classic(turn=1,chip=4)@2
117	1068	7	3196	2176	1020	1098	500	1078	520	43.9	4.036	7.140	20004	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2
118	1068	8	3404	2775	629	1357	345	1418	284	52.5	19.574	19.366	73071	75	on	ab(deep=6,tt,ord,time=150ms)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
119	1067	5	6944	4944	2000	2528	944	2416	1056	57.6	17.150	16.966	62543	76	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
120	1066	5	6944	4937	2007	2432	1040	2505	967	55.5	20.125	19.757	70011	75	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1
121	1066	24	318	231	87	124	35	107	52	36.3	0.303	2.652	1329	94	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=60,deep=4)@1
122	1065	10	1756	1278	478	622	256	656	222	55.5	17.953	17.596	59539	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=18)@1
123	1063	14	1052	840	212	400	126	440	86	52.0	24.718	23.730	75186	73	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1
124	1062	9	1904	1357	547	704	248	653	299	49.7	11.212	10.824	33591	79	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(rand,moves=4)@1
125	1062	5	6944	4911	2033	2535	937	2376	1096	50.1	10.777	10.571	38422	79	on	ab(deep=6,tt,ord,nodes=200k)@2.classic(chip=100)@2.opener(rand,moves=4)@1
126	1060	8	3404	2755	649	1325	377	1430	272	52.6	19.740	19.516	72153	74	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=3,68364898,pool_games,lin,shape=129-1)@1
127	1060	26	242	173	69	90	31	83	38	42.8	6.870	6.898	29267	83	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(cbook,cbook=3,ply=16)@1
128	1058	7	3092	2099	993	1047	499	1052	494	43.4	3.964	7.809	19361	82	gone	ab(deep=6,tt,ord,margin=25,nodes=200k)@1.classic(chip=100)@2
129	1056	10	1756	1262	494	605	273	657	221	55.8	19.647	19.274	65412	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=3,68364898,pool_games,lin,shape=129-1)@1.opener(book,book=17)@1
130	1055	17	472	296	176	146	90	150	86	59.4	20.755	20.052	67307	74	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,c7f7ce61,value,lin,129-1,con100)@1
131	1055	26	196	151	45	76	22	75	23	51.2	24.693	22.319	50657	73	gone	ab(d6,tt,ord,nb200k)@1.learned(s7,388ce3fa)@1
132	1054	13	1052	831	221	406	120	425	101	52.2	19.705	19.028	64281	74	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1
133	1053	10	1840	1307	533	651	269	656	264	57.7	17.732	17.394	59846	75	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=98,5801570e,pool_games,lin,shape=129-1)@1.opener(rand,moves=4)@1
134	1052	20	504	361	143	182	70	179	73	35.1	1.599	2.017	37827	96	gone	ab(deep=5)@1.classic(chip=100)@1
135	1052	10	1726	1237	489	640	218	597	271	50.8	15.784	14.856	47745	76	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=441,01db390c,tdleaf_self,lin,shape=129-1)@1
136	1051	7	3092	2076	1016	1018	528	1058	488	43.2	4.069	8.347	19962	81	gone	ab(deep=6,tt,ord,margin=100,nodes=200k)@1.classic(chip=100)@2
137	1051	26	196	150	46	79	19	71	27	50.6	26.273	23.408	52244	72	gone	ab(d6,tt,ord,nb200k)@1.learned(s4,95b45b1f)@1
138	1050	13	1052	827	225	433	93	394	132	53.7	21.790	20.962	71245	73	gone	ab(deep=6,tt,ord,time=150ms)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
139	1050	8	2636	1652	984	795	523	857	461	45.0	7.975	7.686	24794	81	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@2.opener(book,book=1)@1
140	1049	5	6944	4826	2118	2540	932	2286	1186	59.0	345.649	341.637	82366	57	on	ab(deep=6,tt,ord,nodes=200k)@2.learned(model=111,78ef6974,position_elo,mlp,mu_shape=129-512-8-1,sigma_shape=129-64-1)@1.opener(rand,moves=4)@1
141	1049	24	318	226	92	118	41	108	51	37.0	0.724	2.461	3504	93	gone	ab(deep=6,tt,ord,nodes=200k)@1.classic(chip=100)@1.dil(prob=60,deep=3)@1
142	1048	9	1840	1298	542	633	287	665	255	56.6	21.196	20.492	66678	73	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=10,fead67b7,weight_merge,lin,shape=129-1)@1.opener(rand,moves=4)@1
143	1048	10	1796	1271	525	674	224	597	301	55.8	18.112	17.676	62201	74	gone	ab(deep=6,tt,ord,nodes=200k)@1.learned(model=8,6f1a4264,pool_games,lin,shape=129-1)@1
